"Frase", Sentimento
"quebrei iphone kkkk sÛ merdele kkkkkkk","tristeza"
"1∫ pt -16 anos -pracinha -vodka azul -sai correndo e tentei me pendurar num ngc da ATI e n aguentei meu peso, cai no ch„o de bunda e quebrei meu iphone 6 novinho -fiquei desespera e falei q tinha sido roubada, fiz B.O, descobriram q era mentira e fiquei como menor infratora kkkkk","tristeza"
"eu tenho quase certeza q tem algum tipo de sequÍncia em relaÁ„o aos meus celulares pq olha: iphone 4- quebrei 4 vezes iphone 5- 3 vezes iphone 7- 2 vezes isso claramente significa q vou quebrar esse celular apenas uma vez e nunca mais quebro outro na minha vida","tristeza"
"Eu quebrei meu Motorola ai comprei um iPhone, ai quebrei o iPhone e mandei consertar os dois... 'quebrei' os dois de novo rs","tristeza"
"QUEBREI O IPHONE DO BOQUINHA *trolagem* http://phoneheadline.com/2019/07/08/quebrei-o-iphone-do-boquinha-trolagem/†Ö Eai rapaziada, blz? Hoje eu fiz uma trolagem com meu amigo, eu quebrei um Iphone estragado dizendo que era dele e ele ficou muito...","tristeza"
"Que semana perfeita, quebrei meu iphone novo, quebrei um Ferrari black agora, fora as raiva que passei... vai toma no cu","tristeza"
"quebrei o marca passo do meu irmao e dei um iphone xs pra ele ele infartou?","tristeza"
"ñ Tirei 9 na prova ñ Ah, eu tirei 10 ñ Eu ralei meu braÁo todo ñ Eu j· quebrei o braÁo ñ Eu ganhei um iPhone 7 ñ Eu j· tenho o iPhone 8 N√O SEJA ESSA PESSOA.","tristeza"
"Tirei 9 na prova ñ Ah, eu tirei 10 ñ Eu ralei meu braÁo todo ñ Eu j· quebrei o braÁo ñ Eu ganhei um iPhone 6 ñ Eu j· tenho o iPhone 7 N√O SEJA ESSA PESSOA...","tristeza"
"Tirei 9 na prova ñ Ah,eu tirei 10 ñ Eu ralei meu braÁo todo ñ Eu j· quebrei o braÁo ñ Eu ganhei um iPhone 5 ñ Eu j· tenho o iPhone 6 N√O SEJA ESSA PESSOA","tristeza"
"Realmente o @gerlach_vitor tem que apanhar. Eu j· quebrei iPhone mas n„o como ele... ParabÈns e conta cmg tenho 50 centavos pro concerto","tristeza"
"Muito azar mesmo quebrei meu iphone jogando vÙlei","tristeza"
"Mano quebrei meu iPhone em um mÍs, quebrei o cel da Julia que n„o tinha nem 2 dias to com medo de usar meu cel","tristeza"
"ja contei pra vcs do dia que eu quebrei um iPhone pq meu melhor amigo colocou a desgraÁa do celular dele no meu pescoÁo do nada e eu me assustei tanto que dei um tapao no celular?","tristeza"
"Anivers·rio do bc me fudeu arrebentei relÛgio quebrei meu iPhone kkkk Deus me livre nunca mais beboooooo","tristeza"
"No sonho eu ainda quebrei iPhone dos outros... Kkkkkkkkkkk Adorooooooooooo","tristeza"
"Adicionei um vÌdeo a uma playlist @YouTube http://youtu.be/sPH2mENdL2E?aTAMPANDO†Ö O GOL COM IPHONE  quebrei o iphone x ?! ","tristeza"
"TAMPANDO O GOL COM IPHONE  quebrei o iphone x ?! : http://youtu.be/sPH2mENdL2E?a† via @YouTube","tristeza"
"Caralho um monte de Youtuber t· gravando vÌdeo ' Quebrei meu Iphone X!!! ' ' Quebrei meu Iphone 8s PLUS!! ' Porra mano ou os filhos da puta s„o desastrados pra caralho ou sei l·","tristeza"
"quebrei iphone, m„e tinha j5 zerado usei 4, 5 dia parou de funciona","tristeza"
"Minha retrospectiva 2017 - sÛ fiz hang loose pros meus problemas - beijei mulher - quebrei meu iPhone - fiz o risquinho na sobrancelha - dei pt mais de uma vez kkk - repeti d serie - me apaixonei","tristeza"
"eu fiquei 1 semana, aÌ meu amigo disse que sabia mexer, sorte quase quebrei, iPhone È chato mas È bom","tristeza"
"QUEBREI O IPHONE X DOS NEAGLES!: http://youtu.be/LMktNHCzrPE?a† via @YouTube","tristeza"
"Eu acho engraÁado como quando a pessoa tem um iPhone, ela deixa de ter um 'celular'... 'Perdi meu iPhone', 'quebrei meu iPhone', 'roubaram meu iPhone'...","tristeza"
"Quebrei o vidro da c‚mera do meu iPhone e a Apple quer que eu pague um cel INTEIRO novo por isso. E como iPhone X custa um apartamento, pensando FORTEMENTE em pegar um Note 8 e voltar pra famÌlia Galaxy. Eu uso muito no meu canal.","tristeza"
"'congelei meu iPhone' 'comprei o iPhone x' 'como usa o iPhone x' 'quebrei o iPhone' 'iPhone 8' AlguÈm diz qual o problema desses youtubers","tristeza"
"Estou decepcionado em ver que vocÍs pensaram que eu quebrei o meu iPhone em 1 dia de uso! Esse iPhone quebrado eu vi no google","tristeza"
"QUEBREI O IPHONE 8 DO MEU AMIGO !: http://youtu.be/aoLuasiQnjU?a† via @YouTube","tristeza"
"quebrei meu iPhone pelo mesmo motivo do outro iPhone que quebrei que legal","tristeza"
"I liked a @YouTube video http://youtu.be/7cB4ROMhFbw?a† QUEBREI O IPHONE 8 DO MEU PAI !!! *TROLLAGEM* ã JonVlogs õ","tristeza"
"SÛ de olhar pra esse IPhone 8 eu j· quebrei... #AppleEvent","tristeza"
"Fds suave, sÛ quebrei o iPhone da mina que eu nem conheÁo","tristeza"
"Quebrei meu iphone, esbarrei meu carro saindo da garagem abafado e machuquei meu dedo comemorando o gol do LEO PEL…, que fase È essa iagoM","tristeza"
"QUEBREI MEU IPHONE ã MayconLorenz õ: http://youtu.be/pXg2-D2tlzA?a† via @YouTube","tristeza"
"Acho que quebrei outro iPhone, nenhum cabo de carregar quer funcionar nele ;-;","tristeza"
"Estou viajando e quebrei meu carregador do iPhone, resumindo.. estou sem celular atÈ terÁa","tristeza"
"Quebrei o meu do iPhone, quebrei o do IPhone velho do @ryotzz, e quebrei um podre da philips, como pode","tristeza"
"Quebrei meu iphone 7 vou me suicidar","tristeza"
"Quebrei meu iPhone 7 ... ELE N√O … A PROVA D`AGUAA … FALSOOOO !!!","tristeza"
"Manoooo, quebrei meu iPhone com menos de um mÍs... Kkkkkkkkk poxa, aÌ vou voltar com o antigo... Que maravilha","tristeza"
"Gasta seu dindin por mim, faz de tudo p gente se ver, fecha cmg sempre, quebrei seu iPhone e ela n„o quis outro celular! vou casar com ela","tristeza"
"Quebrei meu Iphone com menos de 10 dias de Uso, taqpariu amigos ....","tristeza"
"EU QUEBREI MEU IPHONE 7 PORQUE UMA LACRAIA ME PICOU, MANOOOO EU T‘ CHORANDO","tristeza"
"quebrei o iphone 7 da minha m„e quero nem ser eu quando ela vÍ","tristeza"
"quebrei um iphone quebrei uma camera de 3 mil reais mas ai deus È top mesmo assim fiquei loc„o fumei 6 beck e vai corinthians","tristeza"
"vou falar pra vcs oq eu fiz, eu quebrei o iphone do meu namorado","tristeza"
"Gostei de um vÌdeo @YouTube de @miticojovem http://youtu.be/cX-k-PxR_zc?a† QUEBREI MEU IPHONE & BUMBUNS PERFEITOS S2 !","tristeza"
"quebrei meu iphone real e talvez eu fique sem celular para sempre paz","tristeza"
"Quebrei meu iPhone 4s e meu namorado comprou pra mim um Galaxy S4. Ta dificil se acostumar.","tristeza"
"QUEBREI MEU IPHONE & BUMBUNS PERFEITOS S2 !","tristeza"
"comecei o dia bem, quebrei a tela do iPhone 7","tristeza"
"QUEBREI MEU IPHONE & BUMBUNS PERFEITOS","tristeza"
"Gostei de um vÌdeo do @YouTube de @miticojovem http://youtu.be/cX-k-PxR_zc?a† QUEBREI MEU IPHONE & BUMBUNS PERFEITOS S2 !","tristeza"
"QUEBREI MEU IPHONE 6S","tristeza"
"N„o ganhei nada esse natal e sim quebrei ainda mais meu iphone e quebrei tbm meu Ûculos novo. Acaba logo 2016 sua VACA!","tristeza"
"Acho muito feio pessoalmente ficar falando iPhone, meu iPhone, vou compra um IPhone, quebrei a tela do IPhone.. … celular disgraÁas","tristeza"
"Esse ano eu quebrei um iPhone, perdi um Ûculos, identidade, carteira mas me devolveram sÛ as moedas","tristeza"
"Tava lembrando de quando quebrei meu iPhone 5c na social da rob... nunca mais","tristeza"
"Quebrei iphone no desafio da garrafa: http://youtu.be/yNfGB10jRpU?a† via @YouTube","tristeza"
"Perdi Jogo da GARRAFA e Quebrei iphone 6 2:45 DESAFIO DO MANEQUIM SE N√O GOSTOU QUEBRO 2 NOOTBOOK!!S”... http://youtu.be/yiwKMylAZGM?a†","tristeza"
"Eu quebrei iphone do alex, agr ele ta sem twt","tristeza"
"quebrei meu iphone 6 plus ontem, fui comprar um novo hoje n„o tinha ent„o comprei o 6s :","tristeza"
"So eu q nunca quebrei a tela do iphone?","tristeza"
"lembrei do meu ˙ltimo namoro quebrei meu coraÁ„o e um iphone 4s depois desse dia nunca mais quis namorar n„o quero mais ficar sem celular","tristeza"
"tem que ser DM porque quebrei meu iphone, e tÙ sem whatsapp :","tristeza"
"' QUEBREI MEU IPHONE 7 :' ' VÌdeo novo do @WhoIsCarlos , vamos bater recorde de like ? DÍ RT pra ajudar","tristeza"
"SÛ queria dizer que acabei de quebrar meu celular, e acho que vou ficar sem Wpp, n sei ainda, pq t· descolando, sim, quebrei meu iPhone todo","tristeza"
"quebrei o iPhone rosa e quebrei o dourado qual vai ser o prÛximo da lista? o preto ou prata","tristeza"
"Quebrei meu iPhone","tristeza"
"Gostei de um vÌdeo @YouTube de @loucoderefri http://youtu.be/FQeW31EWt1A?a† QUEBREI UM IPHONE 7","tristeza"
"QUEBREI UM IPHONE 7: http://youtu.be/FQeW31EWt1A?a† via @YouTube","tristeza"
"Comecei a editar e amanh„ as 17:30 tem vÌdeo novo porra. Role de Jet Sky,quebrei iPhone 7,turne com MC kevinho e muito mais..","tristeza"
"Quebrei o Iphone do Marllon","tristeza"
"Uiiiiiii que godaaaaaÁo, tomara Deus q eu nao quebre esse 7 igual eu quebrei um monte de iPhone 6","tristeza"
"amiga quebrei outro iphone mentira amiga escorregou da sua m„o? nao como foi eu tava filmando a porra da aranha quando ela se jogou","tristeza"
"'sÛ eu que nunca quebrei a tela do celular ?' sÛ vc supernanny de iPhone a escolhida miss smartphone musa das pelÌculas 7 bilhıes + sÛ vc","tristeza"
"quebrei meu iphone e quebrei o fone tambÈm, tudo mt Ûtimo","tristeza"
"Gente EU QUEBREI o iPhone do major, se sentindo feliz","tristeza"
"SÛ de olhar para essa foto do iPhone 7, eu j· perdi os fones e quebrei a tela","tristeza"
"QUEBREI IPHONE 6S E OLHA NO QUE DEU HAHHA https://youtu.be/dE20YDUYsvQ† http://youtu.be/dE20YDUYsvQ?a†","tristeza"
"Gostei de um vÌdeo @YouTube de @felipistando http://youtu.be/VUgCBnC26oQ?a† MEU QUARTO PEGOU FOGO E QUEBREI UM IPHONE #LIPEDESAFIO2","tristeza"
"SAIU VIDEO NOVO E TA FODA DEMAIS! ~ MEU QUARTO PEGOU FOGO E QUEBREI UM IPHONE #LIPEDESAFIO2 https://www.youtube.com/shared?ci=Ws_h7g29D1M†Ö","tristeza"
"QUEBREI UM IPHONE 6S E OLHA NO QUE DEU: http://youtu.be/kOLEcp2L52M?a† via @YouTube","tristeza"
"Bati o meu recorde. Quebrei a tela do iPhone em memos de 15h depois que o comprei. AlguÈm me supera? Se n„o, a medalha de ouro j· È minha!","tristeza"
"N„o tÙ acreditando que eu quebrei meu iPhone todo kkkkkkk","tristeza"
"QUEBREI MEU IPHONE JOGANDO POKEMON GO.. TOMAR NO CUUUU !!! #PokemonGO","tristeza"
"Quebrei meu iPhone de novo PQP","tristeza"
"N„o significa que porque vocÍ tem iPhone , vai ficar falando 'aÌ meu iPhone' 'pega meu iPhone' 'quebrei meu iPhone' ah vai tomar no cu","tristeza"
"Eu ja quase quebrei o iPhone do Koba, imaginem o mic„o???","tristeza"
"perdi carteira, quebrei iphone 6 quebrei iphone 5, fiquei zuadasso na festinha que fui... Deus abencoe pr fvr","tristeza"
"Me gustÛ un video de @YouTube http://youtu.be/jk5ykQ5zcpk?a† Quebrei iPhone 6s Plus novinho olha no que deu","tristeza"
"- irm„oz„o, pika demais, 2000Z, quebrei seu iPhone kkkk, te amo","tristeza"
"isso È full rezende no comeÁo do ano ... QUEBREI MEU IPHONE? QUEBREI MEU IPHONE DENOVO? ARRANJEI UMA NAMORADA? SOFRI UM ACIDENTE?","tristeza"
"alguem sabe de alguem q conserte tela de iphone? quebrei a minha de novo...","tristeza"
"Quebrei o iPhone de Jo„o","tristeza"
"'sÛ eu que nunca quebrei a tela do celular ?' sÛ vc supernanny de iPhone a escolhida miss smartphone musa das pelÌculas 7 bilhıes + sÛ vc","tristeza"
"QUEBREI O MEU IPHONE ! VEJA COMO !!: http://youtu.be/CMdlYzyaxxQ?a† via @YouTube","tristeza"
"tablet? quebrei o carregador iphone? quebrei o carregador moto g? quebrei o carregador notebook? quebrei o carregador sÛ num quebro coraÁ„o","tristeza"
"Quebrei meu iPhone e agora tÙ usando um Galaxy y, se liga na ostentaÁao","tristeza"
"Gostei de um vÌdeo @YouTube de @italoomult http://youtu.be/INbQTy1C8GE?a† QUEBREI MEU IPHONE? Lucky Block Batalha Hardcore","tristeza"
"Senso pra mim que j· quebrei meu iPhone pra pintar a parte de tr·s","tristeza"
"@marimrios quebrei iPhone da minha amiga","tristeza"
"Esse mÍs j· quebrei iPhone, j· quebrei torradeira, j· quebrei a cara com um povo ai... quem fez a macumba meus parabÈns","tristeza"
"t· tudo dando errado na minha vida, quebrei meu iPhone, quebrei meu Ûculos agr, minha m„e vai me matar gente","tristeza"
"Quebrei o iPhone da minha melhor amiga, sou Mara","tristeza"
"'sÛ eu que nunca quebrei a tela do celular ?' sÛ vc supernanny de iPhone a escolhida miss smartphone musa das pelÌculas 7 bilhıes + sÛ vc","tristeza"
"Quebrei mais uma pelÌcula do iPhone, j· quebrei umas 8 nas ˙ltimas 3 semanas","tristeza"
"AlÙ @utidoiphone quebrei a tela do iPhone do meu namorado. Me d· um help pra n„o ficar mal com ele? Hahahaha","tristeza"
"Eu sÛ tive 2 celulares, os dois eu quebrei a tela.. realmente, isso sempre vai acontecer.. o iphone eu quebrei no dia que chegou","tristeza"
"O que eu quebrei de pelÌcula o Pedro quebrou de iPhone ahudsahu","tristeza"
"Em 1 mÍs eu quebrei 6 pelÌculas do iPhone, isto È normal ?","tristeza"
"Videos feras que sairam atÈ agora: ª Dimensao X ª Pokemon Safari ª Quebrei Iphone https://www.youtube.com/user/GamersUnbelievable†Ö","tristeza"
"Gostei de um vÌdeo @YouTube de @w_olff http://youtu.be/7Yzg5TyAJdE?a† MAE, QUEBREI MEU IPHONE VEJA A REACAO","tristeza"
"Gostei de um vÌdeo @YouTube de @matheustidus http://youtu.be/rCi9O0sXoH4?a† Quebrei iphone?","tristeza"
"Eu so quebrei iphone 3 vezes","tristeza"
"cÍs j· perceberam que toda semana o rezende posta algum vÌdeo com 'QUEBREI MEU CELULAR' 'QUEBREI MEU IPHONE' 'QUEBREI MEU IPHONE NOVO'","tristeza"
"@g_s019 CE acha q ta ruim pra VC , meu carro quebrou , a tela do meu celular tambÈm , e ainda quebrei iPhone 7 do leo","tristeza"
"LG: quebrei Iphone 4: quebrei Iphone 5: quebrei Moto G: aguardem","tristeza"
"Dia 29: quebrei meu iPhone Dia 30: fui despedido da empresa por corte de gastos Dia 31: to perdido e quebrado sentimentalmente MELHOR ANO","tristeza"
"Quebrei meu iPhone n„o fiquei satisfeita e quebrei meu celular Novo","tristeza"
"minha mae me deu um iphone 6 nao faz muito tempo eu ate ja quebrei se eu pedir um 6s ela me manda planta batata","tristeza"
"Quebrei o Iphone da Raquel, doeu meu coraÁ„o.","tristeza"
"Quebrei meu iphone, estou bem triste :/","tristeza"
"'#askselenator quebrei meu carregador e vcs' quebrei meu iphone'' quebrei o meu tbm","tristeza"
"CARA QUEBREI MEU IPHONE","tristeza"
"eu tive um iphone quebrei eu tive outro iphone quebrei tenho outro n„o quebrei ainda","tristeza"
"J· que quebrei meu iphone, vou trocar ele por um moto g3. J· to anojada de iphone","tristeza"
"quebrei meu iPhone socorroooooo #askbelieber","tristeza"
"@LuizLh6 eu tbm mlk ... quebrei o moto g que eu tava, ai consertei na sexta e ontem quebrei o iphone ...Isso tudo em uns 15 dias kkkkkkkk","tristeza"
"Quebrei meu IPhone 5 e tomara que funcione e eu ganhe o 6 amanh„","tristeza"
"quebrei meu iphone quero morrer","tristeza"
"Quase quebrei o iPhone 6 da RaÌssa","tristeza"
"quebrei iphone, que maravilha","tristeza"
"acho que sÛ eu nunca quebrei carregador de iphone, enquanto vejo varias pessoas quebrando 3 por semana","tristeza"
"Gostei de um vÌdeo @YouTube de @rezende_evil http://youtu.be/mLyUIDJdT30?a† M√E, QUEBREI MEU IPHONE!! - PEGADINHA // I BROKE MY IPHONE","tristeza"
"Gostei de um vÌdeo @YouTube de @rezende_evil http://youtu.be/mLyUIDJdT30?a† M√E, QUEBREI MEU IPHONE!! - PEGADINHA // I BROKE MY IPHONE","tristeza"
"@lilianeferrari @toadgeek eu sou mais democr·tico, j· quebrei iPhone e um Xperia. Ultimamente tenho me controlado mais.","tristeza"
"Quebrei iPhone da Roocks","tristeza"
"Quebrei meu iphone Vei q caralho","tristeza"
"2013 tive o Galaxy ace: quebrei. 2014: iPhone 4s: quebrei. 2015: iPhone 5s: quebrei AT… QUANDO SENHOR?","tristeza"
"@karolbeeshop KKKKKKKKK ' quebrei meu iPhone por ela vei ' t· Q era uma rÈplica , mas o amor foi provado kkkkkkkkkkkkk","tristeza"
"Que desgraca vei, quebrei meu iPhone 9x n„o fiquei assim..","tristeza"
"@Luke5SOS 'Tive um sonho no qual eu quebrei a tela do meu iPhone e o imagin·rio emprÈstimo que eu apliquei foi negado :'","tristeza"
"Quebrei o carregador do meu iPhone. Me odiando em 3 2 1","tristeza"
"Quebrei meu iphone , agora estou sem celular k","tristeza"
"nunca quebrei meu carregador e olha que È iphone #askbelieber'eu j· quebrei o iPhone, o carregador e o fone'ja quebrei 8 cabos","tristeza"
"Ontem eu falei pro @DJdoESSI 'Mano, qndo eu bebo eu arrumo smp um problema' Bebemos, bebemos...quebrei meu iPhone =/","tristeza"
"O mal ta solto primeiro quebrei meu iphone, depois quebrei o galaxy agora emily quebrou o iphone dela sauhhus q sorte","tristeza"
"'CadÍ o iphone que deixei aqui?' 'Ah eu quebrei ele rapid„o' KKKK … TIPO ISSO","tristeza"
"Eu quebrei o meu iphone mano, EU QUEBREI O MEU IPHONE CARALHO","tristeza"
"#EuAprendiNoCabaret quebrei um iphone la","tristeza"
"Caralho, quebrei de vez meu iphone, n„o sei qq aconteceu pra ele ficar assim","tristeza"
"a ˙ltima briga nossa eu simplesmente quebrei iphone dele e fui embora landkans terminamos sÈrio depois dessa briga","tristeza"
"Quase quebrei meu iPhone hoje","tristeza"
"Ainda n„o caiu a ficha q eu quebrei meu iPhone","tristeza"
"Quebrei iphone, ipod, notebook, computador, sou muito destruidora","tristeza"
"gente q fase horrivel quebrei notebook perdi iphone quebrei ipod","tristeza"
"@marcelemendanha histÛria baseada em fatos reais, quebrei luz negra, quebrei IPHONE. Sai bÍbada... Melhor que rave","tristeza"
